----------------------------------------------------------------------------
        UniProt - Swiss-Prot Protein Knowledgebase
        SIB Swiss Institute of Bioinformatics; Geneva, Switzerland
        European Bioinformatics Institute (EBI); Hinxton, United Kingdom
        Protein Information Resource (PIR); Washington DC, USA
----------------------------------------------------------------------------

Description: Drosophila: entries, gene names and cross-references to
             FlyBase
Name:        fly.txt
Release:     2016_07 of 06-Jul-2016

----------------------------------------------------------------------------

More information on Drosophila, its  genome, proteome, biology and genetics,
is available from the following WWW servers:

FlyBase      : http://flybase.org/

For each Drosophila entry in Swiss-Prot we provide the following information:

1) Primary gene name

   We indicate as the primary gene name, the gene symbol  currently in use
   in FlyBase.

2) Drosophila FlyBase species 'code'

   If a sequence does not originate from Drosophila melanogaster, then the
   species of origin is indicated using the  FlyBase  four letter code for
   that  species.   Example, Dvir stands for Drosophila virilis. All these
   codes refer to Drosophila species with the exception of the following:

   Camo for Chymomyza amoena
   Salb for Scaptomyza albovittata
   Ztub for Zaprionus tuberculatus

3) Swiss-Prot entry name

4) Swiss-Prot primary accession number

5) FlyBase gene accession number

   If more than one Swiss-Prot entries are linked to the same FlyBase entry
   than only the FlyBase gene accession number is only indicated once. This
   occurs when multiple entries are created due to alternative  splicing or
   when a transposable element encodes for a number of putative proteins.


Gene name           Fly    Swiss-Prot               FlyBase
                    Dpet   HUNB_DROPO   O46252      FBgn0023706
                    Dsec   HUNB_DROSE   O62538      FBgn0024403
                    Dsil   HUNB_DROSL   O46256      FBgn0023622
                    Dsoo   HUNB_DROSO   O46258      FBgn0023615
                    Dtan   HUNB_DROTA   O46260      FBgn0023606
                    Dvir   HUNB_DROVI   P13361      FBgn0013116
                    Dyak   HUNB_DROYA   O62541      FBgn0022824
                    Salb   HUNB_SCAAL   O46254      FBgn0023487
Hcf                        HCF_DROME    Q9V4C8      FBgn0039904
hd                         DONS_DROME   Q9VNA8      FBgn0086695
Hdc                        DCHS_DROME   Q05733      FBgn0005619
hdc                        HDC_DROME    Q9N2M8      FBgn0010113
hdm                        HDM_DROME    Q9W3M9      FBgn0029977
HEATR2                     DAAF5_DROME  Q8INF7      FBgn0051320
heix                       UBIA1_DROME  Q9V3R8      FBgn0028375
Hel25E                     DX39B_DROME  Q27268      FBgn0014189
Hem                        HEM_DROME    P55162      FBgn0011771
Hen1                       HENMT_DROME  Q7K175      FBgn0033686
hep                        HEP_DROME    Q23977      FBgn0010303
HERC2                      HERC2_DROME  Q9VR91      FBgn0031107
Hex-t1                     HXK1_DROME   Q9NFT9      FBgn0042711
Hex-t2                     HXK2_DROME   Q9NFT7      FBgn0042710
Hey                        HEY_DROME    Q7KM13      FBgn0027788
hfw                        HFW1_DROME   Q9W568      FBgn0001189
hgo                        HGD_DROME    Q9VKJ0      FBgn0040211
hh                         HH_DROME     Q02936      FBgn0004644
                    Dhyd   HH_DROHY     P56674      FBgn0015646
hid                        HID_DROME    Q24106      FBgn0003997
hig                        HIG_DROME    Q09101      FBgn0010114
HIP                        F10A1_DROME  C4NYP8      FBgn0260484
Hip14                      HIP14_DROME  Q9VUW9      FBgn0259824
HIP-R                      F10A2_DROME  Q86DS1      FBgn0029676
Hira                       HIRA_DROME   O17468      FBgn0022786
His1                       H1_DROME     P02255      FBgn0001195
                    Dhyd   H1_DROHY     P17268      FBgn0012374
His1.1              Dvir   H11_DROVI    Q24704      FBgn0027800
His1.2              Dvir   H12_DROVI    Q94555      FBgn0027799
His1.3              Dvir   H13_DROVI    Q94972      FBgn0027798
His1:CG31617               H1_DROME     P02255      FBgn0051617
His1:CG33804               H1_DROME     P02255      FBgn0053804
His1:CG33810               H1_DROME     P02255      FBgn0053810
His1:CG33813               H1_DROME     P02255      FBgn0053813
His1:CG33816               H1_DROME     P02255      FBgn0053816
His1:CG33819               H1_DROME     P02255      FBgn0053819
His1:CG33822               H1_DROME     P02255      FBgn0053822
His1:CG33825               H1_DROME     P02255      FBgn0053825
His1:CG33828               H1_DROME     P02255      FBgn0053828
His1:CG33831               H1_DROME     P02255      FBgn0053831
His1:CG33837               H1_DROME     P02255      FBgn0053837
His1:CG33840               H1_DROME     P02255      FBgn0053840
His1:CG33843               H1_DROME     P02255      FBgn0053843
His1:CG33846               H1_DROME     P02255      FBgn0053846
His1:CG33849               H1_DROME     P02255      FBgn0053849
His1:CG33852               H1_DROME     P02255      FBgn0053852
His1:CG33864               H1_DROME     P02255      FBgn0053864
His2A                      H2A_DROME    P84051      FBgn0001196
                    Dere   H2A_DROER    P84052      FBgn0064619
                    Dhyd   H2A_DROHY    P84053      FBgn0012375
                    Dsim   H2A_DROSI    P84054      FBgn0028772
                    Dyak   H2A_DROYA    P84055      FBgn0028752
His2A:CG31618              H2A_DROME    P84051      FBgn0051618
His2A:CG33808              H2A_DROME    P84051      FBgn0053808
His2A:CG33814              H2A_DROME    P84051      FBgn0053814
His2A:CG33817              H2A_DROME    P84051      FBgn0053817
His2A:CG33820              H2A_DROME    P84051      FBgn0053820
His2A:CG33823              H2A_DROME    P84051      FBgn0053823
His2A:CG33826              H2A_DROME    P84051      FBgn0053826
His2A:CG33829              H2A_DROME    P84051      FBgn0053829
His2A:CG33832              H2A_DROME    P84051      FBgn0053832
His2A:CG33835              H2A_DROME    P84051      FBgn0053835
His2A:CG33838              H2A_DROME    P84051      FBgn0053838
His2A:CG33841              H2A_DROME    P84051      FBgn0053841
His2A:CG33844              H2A_DROME    P84051      FBgn0053844
His2A:CG33847              H2A_DROME    P84051      FBgn0053847
His2A:CG33850              H2A_DROME    P84051      FBgn0053850
His2A:CG33862              H2A_DROME    P84051      FBgn0053862
His2A:CG33865              H2A_DROME    P84051      FBgn0053865
His2Av                     H2AV_DROME   P08985      FBgn0001197
His2B                      H2B_DROME    P02283      FBgn0001198
                    Dere   H2B_DROER    P59781      FBgn0064618
                    Dhyd   H2B_DROHY    P17271      FBgn0012376
                    Dmau   H2B_DROMA    Q76FE5      FBgn0028807
                    Dore   H2B_DROOR    Q76FE9      FBgn0068782
                    Dsec   H2B_DROSE    Q76FD7      FBgn0068723
                    Dsim   H2B_DROSI    P59782      FBgn0028771
                    Dtei   H2B_DROTE    Q76FF3      FBgn0068564
                    Dyak   H2B_DROYA    Q8I1N0      FBgn0028751
His2B:CG17949              H2B_DROME    P02283      FBgn0061209
His2B:CG33868              H2B_DROME    P02283      FBgn0053868
His2B:CG33870              H2B_DROME    P02283      FBgn0053870
His2B:CG33872              H2B_DROME    P02283      FBgn0053872
His2B:CG33874              H2B_DROME    P02283      FBgn0053874
His2B:CG33876              H2B_DROME    P02283      FBgn0053876
His2B:CG33878              H2B_DROME    P02283      FBgn0053878
His2B:CG33880              H2B_DROME    P02283      FBgn0053880
His2B:CG33882              H2B_DROME    P02283      FBgn0053882
His2B:CG33884              H2B_DROME    P02283      FBgn0053884
His2B:CG33886              H2B_DROME    P02283      FBgn0053886
His2B:CG33888              H2B_DROME    P02283      FBgn0053888
His2B:CG33890              H2B_DROME    P02283      FBgn0053890
His2B:CG33892              H2B_DROME    P02283      FBgn0053892
His2B:CG33894              H2B_DROME    P02283      FBgn0053894
His2B:CG33896              H2B_DROME    P02283      FBgn0053896
His2B:CG33898              H2B_DROME    P02283      FBgn0053898
His2B:CG33900              H2B_DROME    P02283      FBgn0053900
His2B:CG33902              H2B_DROME    P02283      FBgn0053902
His2B:CG33904              H2B_DROME    P02283      FBgn0053904
His2B:CG33906              H2B_DROME    P02283      FBgn0053906
His2B:CG33908              H2B_DROME    P02283      FBgn0053908
His2B:CG33910              H2B_DROME    P02283      FBgn0053910
His3                       H3_DROME     P02299      FBgn0001199
                    Dhyd   H3_DROHY     P84236      FBgn0012377
His3.3A                    H33_DROME    P84249      FBgn0014857
                    Dhyd   H33_DROHY    P84250      FBgn0014721
His3.3B                    H33_DROME    P84249      FBgn0004828
                    Dhyd   H33_DROHY    P84250      FBgn0014722
His3:CG31613               H3_DROME     P02299      FBgn0051613
His3:CG33803               H3_DROME     P02299      FBgn0053803
His3:CG33806               H3_DROME     P02299      FBgn0053806
His3:CG33809               H3_DROME     P02299      FBgn0053809
His3:CG33812               H3_DROME     P02299      FBgn0053812
His3:CG33815               H3_DROME     P02299      FBgn0053815
His3:CG33818               H3_DROME     P02299      FBgn0053818
His3:CG33821               H3_DROME     P02299      FBgn0053821
His3:CG33824               H3_DROME     P02299      FBgn0053824
His3:CG33827               H3_DROME     P02299      FBgn0053827
His3:CG33830               H3_DROME     P02299      FBgn0053830
His3:CG33833               H3_DROME     P02299      FBgn0053833
His3:CG33836               H3_DROME     P02299      FBgn0053836
His3:CG33839               H3_DROME     P02299      FBgn0053839
His3:CG33842               H3_DROME     P02299      FBgn0053842
His3:CG33845               H3_DROME     P02299      FBgn0053845
His3:CG33848               H3_DROME     P02299      FBgn0053848
His3:CG33851               H3_DROME     P02299      FBgn0053851
His3:CG33854               H3_DROME     P02299      FBgn0053854
His3:CG33857               H3_DROME     P02299      FBgn0053857
His3:CG33860               H3_DROME     P02299      FBgn0053860
His3:CG33863               H3_DROME     P02299      FBgn0053863
His3:CG33866               H3_DROME     P02299      FBgn0053866
His4                       H4_DROME     P84040      FBgn0001200
                    Dere   H4_DROER     P84041      FBgn0064617
                    Dhyd   H4_DROHY     P84042      FBgn0012378
                    Dmau   H4_DROMA     Q76FE7      FBgn0068828
                    Dore   H4_DROOR     Q76FF1      FBgn0068781
                    Dsec   H4_DROSE     Q76FD9      FBgn0068722
                    Dsim   H4_DROSI     P84043      FBgn0064361
                    Dtei   H4_DROTE     Q76FF5      FBgn0068563
                    Dyak   H4_DROYA     P84044      FBgn0064256
His4:CG31611               H4_DROME     P84040      FBgn0051611
His4:CG33869               H4_DROME     P84040      FBgn0053869
His4:CG33871               H4_DROME     P84040      FBgn0053871
His4:CG33873               H4_DROME     P84040      FBgn0053873
His4:CG33875               H4_DROME     P84040      FBgn0053875
His4:CG33877               H4_DROME     P84040      FBgn0053877
His4:CG33879               H4_DROME     P84040      FBgn0053879
His4:CG33881               H4_DROME     P84040      FBgn0053881
His4:CG33883               H4_DROME     P84040      FBgn0053883
His4:CG33885               H4_DROME     P84040      FBgn0053885
His4:CG33887               H4_DROME     P84040      FBgn0053887
His4:CG33889               H4_DROME     P84040      FBgn0053889
His4:CG33891               H4_DROME     P84040      FBgn0053891
His4:CG33893               H4_DROME     P84040      FBgn0053893
His4:CG33895               H4_DROME     P84040      FBgn0053895
His4:CG33897               H4_DROME     P84040      FBgn0053897
His4:CG33899               H4_DROME     P84040      FBgn0053899
His4:CG33901               H4_DROME     P84040      FBgn0053901
His4:CG33903               H4_DROME     P84040      FBgn0053903
His4:CG33905               H4_DROME     P84040      FBgn0053905
His4:CG33907               H4_DROME     P84040      FBgn0053907
His4:CG33909               H4_DROME     P84040      FBgn0053909
His4r                      H4_DROME     P84040      FBgn0013981
                    Dhyd   H4_DROHY     P84042      FBgn0016205
hiw                        HIW_DROME    Q9NB71      FBgn0030600
HLHm7                      ESM7_DROME   P13097      FBgn0002633
HLHmdelta                  ESMD_DROME   Q01071      FBgn0002734
HLHmgamma                  ESMC_DROME   Q01070      FBgn0002735
Hmgcr                      HMDH_DROME   P14773      FBgn0263782
HmgD                       HMGD_DROME   Q05783      FBgn0004362
HmgZ                       HMGZ_DROME   Q06943      FBgn0010228
HMS-Beagle\gag             GAGHB_DROME  Q967S7      FBgn0044442
Hmt4-20                    SUV42_DROME  Q9W5E0      FBgn0025639
hmw                        HMW_DROME    Q9VE87      FBgn0038607
Hmx                        HMX_DROME    Q9VEI9      FBgn0264005
Hn                         PH4H_DROME   P17276      FBgn0001208
Hnf4                       HNF4_DROME   P49866      FBgn0004914
hobo\T                     HOBOT_DROME  P12258      FBgn0014191
hoip                       NH2L1_DROME  Q9U3Z7      FBgn0015393
holn1                      CD2B2_DROME  Q9VKV5      FBgn0032250
hook                       HOOK_DROME   Q24185      FBgn0001202
                    Dvir   HOOK_DROVI   O61493      FBgn0024376
hop                        JAK_DROME    Q24592      FBgn0004864
how                        HOW_DROME    O01367      FBgn0264491
HP1A                Dvir   HP1_DROVI    P29227      FBgn0013097
hpo                        HIPPO_DROME  Q8T0S6      FBgn0261456
Hr4                        HR4_DROME    Q9W539      FBgn0264562
Hr38                       HR38_DROME   P49869      FBgn0014859
Hr39                       FTF1B_DROME  Q05192      FBgn0261239
Hr46                       HR3_DROME    P31396      FBgn0000448
Hr78                       HR78_DROME   Q24142      FBgn0015239
Hr96                       HR96_DROME   Q24143      FBgn0015240
Hrb27C                     RB27C_DROME  P48809      FBgn0004838
Hrb87F                     RB87F_DROME  P48810      FBgn0004237
Hrb98DE                    ROA1_DROME   P07909      FBgn0001215
Hrs                        HRS_DROME    Q960X8      FBgn0031450
Hs2st                      HS2ST_DROME  P25722      FBgn0024230
Hsc70-1                    HSP7A_DROME  P29843      FBgn0001216
                    Dsim   HSP7A_DROSI  P02826      FBgn0012839
Hsc70-2                    HSP7B_DROME  P11146      FBgn0001217
Hsc70-3                    HSP7C_DROME  P29844      FBgn0001218
Hsc70-4                    HSP7D_DROME  P11147      FBgn0266599
Hsc70-5                    HSP7E_DROME  P29845      FBgn0001220
Hsf                        HSF_DROME    P22813      FBgn0001222
Hsp22                      HSP22_DROME  P02515      FBgn0001223
Hsp23                      HSP23_DROME  P02516      FBgn0001224
Hsp26                      HSP26_DROME  P02517      FBgn0001225
Hsp27                      HSP27_DROME  P02518      FBgn0001226
Hsp60                      CH60_DROME   O02649      FBgn0015245
Hsp60B                     CH60B_DROME  Q9VPS5      FBgn0011244
Hsp60C                     CH60C_DROME  Q9VMN5      FBgn0031728
Hsp67Ba                    HSP6A_DROME  P05812      FBgn0001227
Hsp67Bb                    HS6B_DROME   P22978      FBgn0001228
Hsp67Bc                    HSP6C_DROME  P22979      FBgn0001229
Hsp68                      HSP68_DROME  O97125      FBgn0001230
Hsp70Aa                    HSP70_DROME  P82910      FBgn0013275
Hsp70Ab                    HSP71_DROME  P02825      FBgn0013276
                    Dsim   HSP71_DROSI  Q9GSU7      FBgn0022481
Hsp70Ba                    HSP72_DROME  Q8INI8      FBgn0013277
                    Dsim   HSP72_DROSI  Q9GSU4      FBgn0042854
Hsp70Bb                    HSP73_DROME  Q9BIS2      FBgn0013278
Hsp70Bbb                   HSP74_DROME  Q9VG58      FBgn0051354
Hsp70Bc                    HSP75_DROME  Q9BIR7      FBgn0013279
Hsp83                      HSP83_DROME  P02828      FBgn0001233
                    Daur   HSP83_DROAV  O02192      FBgn0020208
                    Dmir   HSP83_DROMI  O16087      FBgn0018795
                    Dper   HSP83_DROPE  O16076      FBgn0018686
                    Dpsb   HSP83_DROPB  O16068      FBgn0021235
                    Dpse   HSP83_DROPS  P04809      FBgn0012701
                    Dsim   HSP83_DROSI  P04810      FBgn0012840
                    Dvir   HSP83_DROVI  P04811      FBgn0013086
hth                        HTH_DROME    O46339      FBgn0001235
htl                        FGFR1_DROME  Q07407      FBgn0010389
HtrA2                      HTRA2_DROME  Q9VFJ3      FBgn0038233
hts                        HTS_DROME    Q02645      FBgn0263391
Hug                        HUGIN_DROME  Q9VG55      FBgn0028374
hyd                        HYD_DROME    P51592      FBgn0002431
Hydr2                      ABHD2_DROME  Q24093      FBgn0014906
ial                        AURKB_DROME  Q9VKN7      FBgn0024227
Ice1                       ICE1_DROME   Q9W1R4      FBgn0034853
Ice2                       ICE2_DROME   Q8SZZ8      FBgn0038860
icln                       ICLN_DROME   A1ZAW5      FBgn0029079
ico                        EFGM_DROME   Q9VM33      FBgn0263133
Ide                        IDE_DROME    P22817      FBgn0001247
Idgf1                      IDGF1_DROME  Q8MM24      FBgn0020416
                    Dsim   IDGF1_DROSI  Q8MX41      FBgn0044200
                    Dyak   IDGF1_DROYA  Q8MX40      FBgn0044136
Idgf2                      IDGF2_DROME  Q9V3D4      FBgn0020415
Idgf3                      IDGF3_DROME  Q8MLZ7      FBgn0020414
                    Dsim   IDGF3_DROSI  Q8MX32      FBgn0044199
                    Dyak   IDGF3_DROYA  Q8MX31      FBgn0044135
Idgf4                      IDGF4_DROME  Q9W303      FBgn0026415
Idgf5                      IDGF5_DROME  Q8T0R7      FBgn0064237
if                         ITA2_DROME   P12080      FBgn0001250
ihog                       IHOG_DROME   Q9VM64      FBgn0031872
Ilp1                       INSL1_DROME  Q9VT50      FBgn0044051
Ilp2                       INSL2_DROME  Q9VT51      FBgn0036046
Ilp3                       INSL3_DROME  Q9VT52      FBgn0044050
Ilp4                       INSL4_DROME  Q9VT53      FBgn0044049
Ilp5                       INSL5_DROME  Q7KUD5      FBgn0044048
Ilp6                       INSL6_DROME  Q9W4Z4      FBgn0044047
Ilp7                       INSL7_DROME  Q9W4Q9      FBgn0044046
IM1                        IM01_DROME   P82706      FBgn0034329
IM2                        IM02_DROME   O77150      FBgn0025583
IM3                        IM03_DROME   Q9V8G0      FBgn0040736
IM4                        IM04_DROME   P82705      FBgn0040653
IM14                       IM14_DROME   P83869      FBgn0067905
IM18                       IM18_DROME   P82701      FBgn0067903
IM23                       IM23_DROME   Q9V8F5      FBgn0034328
Ime4                       MTA70_DROME  Q9VCE6      FBgn0039139
ImpE2                      IMPE2_DROME  P29681      FBgn0001254
ImpL2                      IMPL2_DROME  Q09024      FBgn0001257
ImpL3                      LDH_DROME    Q95028      FBgn0001258
IMPP                       IMPP_DROME   Q8ML70      FBgn0033835
in                         INTU_DROME   Q9VPH0      FBgn0001259
inaC                       KPC2_DROME   P13677      FBgn0004784
inaD                       INAD_DROME   Q24008      FBgn0001263
Indy                       INDY1_DROME  Q9VVT2      FBgn0036816
Indy-2                     INDY2_DROME  Q9VDQ0      FBgn0260466
ine                        INE_DROME    Q9VR07      FBgn0011603
Ino80                      INO80_DROME  Q9VDY1      FBgn0086613
Inos                       INO1_DROME   O97477      FBgn0025885
InR                        INSR_DROME   P09208      FBgn0283499
insv                       INSV_DROME   Q8SYK5      FBgn0031434
